Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g)
74641,Australian,Australian,Australasian,139.6939,392444.1082,47317.8505,21172.5193
74656,Australian,Australian,Australasian,42183.3000,516937.5000,6932.3250,35731.8750
74677,Australian,Australian,Australasian,54.6951,700631.2985,37402.8671,61201.1985
74705,Australian,Australian,Australasian,68142.7352,338807.5614,11912.6739,1400.8263
74756,Australian,Australian,Australasian,6581.5293,276442.1110,3481.2840,26945.0289
74874,Australian,Australian,Australasian,49996.2349,248988.9050,8213.3907,1187.9334
74899,Australian,Australian,Australasian,1510.2367,351665.9126,68354.9222,7998.6713
74916,Australian,Australian,Australasian,78797.4145,318908.1300,4122.7397,2439.7741
74929,Australian,Australian,Australasian,254.5200,202901.0000,266.3600,22710.5100
75013,Australian,Australian,Australasian,10.8329,449559.2203,44054.5668,28920.4256
75045,Australian,Australian,Australasian,238.8740,676383.6705,66103.8273,43495.5930
75083,Australian,Australian,Australasian,90756.4054,362852.8684,1.3057,0.5484
75106,Australian,Australian,Australasian,6995.2707,208951.2172,35340.3612,3157.7617
75121,Australian,Australian,Australasian,100826.8436,403826.4808,2.9606,81.2132
75125,Australian,Australian,Australasian,5.6120,257608.0453,35988.0027,11502.3619
75128,Australian,Australian,Australasian,56896.7153,341331.6686,18461.8568,5439.9262
75136,Australian,Australian,Australasian,44817.5813,547262.4200,7282.9124,37750.0444
75158,Australian,Australian,Australasian,44257.2339,588878.7483,25491.6589,33884.2424
75163,Australian,Australian,Australasian,87754.4190,356679.2690,2197.8835,2145.1913
75194,Australian,Australian,Australasian,6391.5507,317738.3040,3688.4077,33298.2755
75238,Australian,Australian,Australasian,58.5057,391328.5943,47303.1441,21092.7186
75269,Australian,Australian,Australasian,5334.7857,221028.9800,2207.0208,22902.3826
75273,Australian,Australian,Australasian,3.2522,202406.2902,44881.3027,1206.9206
75310,Australian,Australian,Australasian,77.9807,186731.3982,36690.0191,4328.6665
75373,Australian,Australian,Australasian,72234.8823,281653.6432,1778.5523,544.9531
75418,Australian,Australian,Australasian,14.9483,323315.7594,71811.5228,1867.7327
75437,Australian,Australian,Australasian,850.7978,392985.9067,16184.6405,35540.3684
75442,Australian,Australian,Australasian,143344.6355,585448.4235,584.3096,1555.0529
75458,Australian,Australian,Australasian,4983.2653,296051.0500,4382.5804,30526.5047
75481,Australian,Australian,Australasian,75512.0595,453527.0043,24559.5416,7253.9450
75487,Australian,Australian,Australasian,2227.1667,1177408.9780,48494.8003,106605.6153
75497,Australian,Australian,Australasian,2407.0706,1180906.4100,48600.3375,106893.3894
75498,Australian,Australian,Australasian,6795.2485,466240.7512,25173.6874,37755.0751
75505,Australian,Australian,Australasian,6376.4959,307277.1971,39482.3050,12794.6422
75512,Australian,Australian,Australasian,478.1253,395834.0221,47373.0595,21368.9623
75529,Australian,Australian,Australasian,36167.8461,383605.9690,1432.7270,28109.9600
75539,Australian,Australian,Australasian,3769.3215,291327.1673,55688.4705,4209.2675
75598,Australian,Australian,Australasian,98.2125,365471.1000,23037.0915,29559.6720
75624,Australian,Australian,Australasian,2919.8502,275542.8739,38653.3816,11005.1772
75658,Australian,Australian,Australasian,5394.2120,237606.1000,2045.5920,23746.8810
75679,Australian,Australian,Australasian,120514.9414,630583.4935,34357.2093,3697.5831
75693,Australian,Australian,Australasian,6389.9862,318403.0863,3677.1603,33377.5706
75764,Australian,Australian,Australasian,1430.6423,549223.9919,65373.9905,29527.1891
75780,Australian,Australian,Australasian,8.5932,303539.3263,67325.3111,1799.1151
75783,Australian,Australian,Australasian,63.5810,162183.2944,35916.4081,966.2461
75784,Australian,Australian,Australasian,0.0000,201857.5509,44880.1018,1147.3359
75819,Australian,Australian,Australasian,5320.8954,221708.6140,2294.5677,22940.9592
75843,Australian,Australian,Australasian,70629.9900,289250.7500,4812.5775,3511.7950
75855,Australian,Australian,Australasian,32.1081,390351.7621,47291.2214,20993.4371
75880,Australian,Australian,Australasian,52657.2901,209023.9711,1235.3410,958.7677
75893,Australian,Australian,Australasian,80280.9544,433308.5083,27222.5021,1522.3145
75977,Australian,Australian,Australasian,180.0397,451495.9853,62985.7178,20127.0407
76084,Australian,Australian,Australasian,7171.0000,292577.5000,5339.8500,27295.0000
76089,Australian,Australian,Australasian,20566.7409,281507.1600,3016.9970,23259.3561
76169,Australian,Australian,Australasian,182.4407,1283190.2350,47464.0303,119637.9500
76178,Australian,Australian,Australasian,13732.5000,305220.0000,4105.2000,27102.7500
76186,Australian,Australian,Australasian,59647.8844,297221.0520,9848.5716,1408.0118
76230,Australian,Australian,Australasian,5625.3399,296041.6940,7326.3867,27696.2949
76296,Australian,Australian,Australasian,2948.5805,305975.3500,1631.4775,32256.9750
76319,Australian,Australian,Australasian,23.0238,302718.0838,67326.6159,1700.8091
76321,Australian,Australian,Australasian,3698.2818,229518.2592,42644.3959,5087.2827
76358,Australian,Australian,Australasian,77506.0238,359152.1570,4883.9555,2755.3930
76376,Australian,Australian,Australasian,21421.9117,886832.8948,9353.6156,91624.8231
76393,Australian,Australian,Australasian,16.7137,201815.8962,44883.9334,1134.1550
76454,Australian,Australian,Australasian,28.1052,450827.2253,62970.1929,20126.4964
76496,Australian,Australian,Australasian,113702.9742,700017.4380,4915.1000,24321.8000
76513,Australian,Australian,Australasian,119065.5363,446713.2199,2604.7296,1893.3460
76531,Australian,Australian,Australasian,33.4702,212462.2412,41842.0703,4895.3105
76547,Australian,Australian,Australasian,677.9250,614273.9400,38413.9350,49577.4900
76553,Australian,Australian,Australasian,36.5140,818028.6974,51702.7010,66142.4485
76563,Australian,Australian,Australasian,9571.2144,475917.2387,5224.5877,50022.2429
76587,Australian,Australian,Australasian,566.7559,971622.8750,61346.0166,78350.5774
76588,Australian,Australian,Australasian,28.0745,323206.3087,71812.7290,1848.1914
76595,Australian,Australian,Australasian,896.0978,841133.4650,65146.7107,62182.2324
76601,Australian,Australian,Australasian,16.2823,390290.0771,47293.0172,20992.7426
76609,Australian,Australian,Australasian,60.9205,202041.1909,44885.7674,1139.8413
76614,Australian,Australian,Australasian,1492.6121,1037837.2390,62673.1587,85275.7054
76617,Australian,Australian,Australasian,1255.4579,615223.6700,38761.1135,49272.5007
76623,Australian,Australian,Australasian,81.5928,605911.2800,38291.8104,48968.1280
76654,Australian,Australian,Australasian,75605.9854,454079.7688,24576.0901,7275.5693
76705,Australian,New Zealander,Australasian,64.5854,390837.6821,47325.0926,21019.3907
76717,Australian,New Zealander,Australasian,6398.7660,318916.7680,3566.7293,33483.2153
76744,Australian,New Zealander,Australasian,69356.9876,383264.1691,28348.1107,310.6668
76772,Australian,New Zealander,Australasian,97152.0080,378612.1980,617.6543,16.7822
76778,Australian,New Zealander,Australasian,86527.6877,745292.3747,81000.3108,9049.8250
76802,Australian,New Zealander,Australasian,55972.9599,219908.7795,822.7219,463.5338
76817,Australian,New Zealander,Australasian,5589.1366,236515.1357,2746.1374,23066.9371
77088,Australian,New Zealander,Australasian,734.6783,272259.8051,48037.1400,8584.2238
77115,Australian,New Zealander,Australasian,152184.9260,625913.1000,668.7260,1803.0570
77129,Australian,New Zealander,Australasian,42.1456,606225.1708,38297.8497,49018.7488
77138,Australian,New Zealander,Australasian,60.0718,624667.6434,75665.1648,33596.4891
77140,Australian,New Zealander,Australasian,92532.0729,1110982.3190,16203.8346,75736.0967
77141,Australian,New Zealander,Australasian,7689.8539,230139.9818,38869.6611,3511.0350
77151,Australian,New Zealander,Australasian,87522.8579,384512.0260,3469.5300,2308.4155
77165,Australian,New Zealander,Australasian,133061.6742,532134.5400,0.0000,0.0000
77182,Australian,New Zealander,Australasian,514.6915,204064.6900,279.0375,22739.2024
77185,Australian,New Zealander,Australasian,60.7687,265956.6135,52381.5237,6114.4192
77224,Australian,New Zealander,Australasian,41484.1067,372710.8380,543.2662,23548.4862
77227,Australian,New Zealander,Australasian,95355.3676,361623.1742,1733.0994,1083.9548
77254,Australian,New Zealander,Australasian,1306.7927,944921.7253,35129.0541,87637.9231
77276,Australian,New Zealander,Australasian,5976.8192,236951.8822,2408.7770,24392.6854
77329,Australian,New Zealander,Australasian,39.8606,270602.6325,53433.2745,6139.4969
77460,Australian,New Zealander,Australasian,100154.7700,390583.4400,148.6188,278.8424
77497,Australian,New Zealander,Australasian,28.2386,265325.1625,52297.6310,6098.1360
77501,Australian,New Zealander,Australasian,4583.2567,255261.6670,33956.6205,10375.2580
77505,Australian,New Zealander,Australasian,56981.6116,260486.9640,4230.5217,1035.0869
77537,Australian,New Zealander,Australasian,8.6934,449412.7683,44051.3468,28904.2197
77538,Australian,New Zealander,Australasian,2349.6462,1196933.4780,26065.4168,120232.6195
77552,Australian,New Zealander,Australasian,35.5121,265738.7684,52305.1127,6138.1140
77582,Australian,New Zealander,Australasian,50587.5493,249224.3480,6480.0925,3263.1530
77588,Australian,New Zealander,Australasian,4.6957,996915.1885,46037.4685,89282.1640
77593,Australian,New Zealander,Australasian,27287.6430,362780.2347,1136.4717,28561.1141
77639,Australian,New Zealander,Australasian,150.4030,266375.1962,52379.3954,6122.8327
77699,Australian,New Zealander,Australasian,101.8914,278352.0336,55112.7729,6178.3864
77717,Australian,New Zealander,Australasian,7.6869,223331.6158,48453.9288,1848.0449
77719,Australian,New Zealander,Australasian,18972.3040,517000.8000,21113.3720,43818.6880
77733,Australian,New Zealander,Australasian,5421.6388,923371.1157,31077.3853,85346.8725
77737,Australian,New Zealander,Australasian,33.9938,265891.3615,52302.0142,6160.2952
77758,Australian,New Zealander,Australasian,2.1045,363457.5420,22970.4107,29393.3452
77763,Australian,New Zealander,Australasian,88.8440,908879.2800,57461.3056,73456.3832
77766,Australian,New Zealander,Australasian,102173.6270,509280.5148,17916.0642,2215.4392
77779,Australian,New Zealander,Australasian,318.9804,203728.9532,44950.5617,1180.7408
77789,Australian,New Zealander,Australasian,99.0016,599359.2678,37604.4615,48671.8632
78703,Mexican,Mexican,Latin American,13005.8695,470299.5290,10087.6916,42949.0413
78929,Mexican,Mexican,Latin American,12446.0420,480387.6883,85558.1316,10183.4067
79471,Mexican,Mexican,Latin American,100684.7443,547732.1068,34607.0631,2302.4234
80551,Mexican,Mexican,Latin American,58597.0196,617911.5926,62833.6295,14533.5578
81129,Mexican,Mexican,Latin American,51950.6552,204750.6762,711.0995,249.1301
82042,Mexican,Mexican,Latin American,51030.3949,328418.2777,20318.1255,5978.1084
82180,Mexican,Mexican,Latin American,95708.5428,512341.9623,32030.2399,1743.9956
83007,Mexican,Mexican,Latin American,4165.4852,875357.1032,33366.1304,79723.4297
83506,Mexican,Mexican,Latin American,735.5890,189824.2129,36919.5632,4351.5461
83925,Mexican,Mexican,Latin American,234.3654,674799.7892,66141.2693,43309.6840
84353,Mexican,Mexican,Latin American,8075.1031,397388.6237,4445.7319,41698.3209
85075,Mexican,Mexican,Latin American,4838.8946,287617.8235,53250.7338,6297.0712
85149,Mexican,Mexican,Latin American,90706.1123,496872.4305,31452.3114,2147.9153
85344,Mexican,Mexican,Latin American,12020.9508,500111.7353,85954.9088,12321.1805
85370,Mexican,Mexican,Latin American,50954.2668,233217.5820,3800.1478,952.0966
85586,Mexican,Mexican,Latin American,8.1899,265419.2795,52299.5487,6115.2466
85622,Mexican,Mexican,Latin American,4573.1642,297784.9145,56940.6046,6689.4118
85646,Mexican,Mexican,Latin American,50642.1600,231550.6800,3760.4000,924.4400
85736,Mexican,Mexican,Latin American,65484.4500,310658.7000,7298.6400,3156.6000
85767,Mexican,Mexican,Latin American,205.2110,259656.1896,50823.9542,4609.8617
86175,Mexican,Mexican,Latin American,90749.6855,752429.6437,83286.8210,5954.5937
86680,Mexican,Mexican,Latin American,72612.0886,397513.4010,25150.9759,1705.9676
86712,Mexican,Mexican,Latin American,65851.4116,334248.3000,8899.3024,3736.1170
86832,Mexican,Mexican,Latin American,424.4446,267563.9084,52430.4690,6118.7566
87557,Mexican,Mexican,Latin American,15717.3120,1243339.5470,3067.3213,132290.7600
87931,Mexican,Mexican,Latin American,92225.8857,504400.4210,36327.4475,377.3280
88286,Mexican,Mexican,Latin American,2680.1943,504028.2558,48694.2338,32105.0973
88559,Mexican,Mexican,Latin American,74084.6925,355477.0794,7246.8012,3202.9113
88722,Mexican,Mexican,Latin American,46.9764,312912.4594,37882.2456,16835.3906
90276,Caribbean,Rest Caribbean,Latin American,6657.5812,900421.6350,78407.5133,62200.9298
90599,Caribbean,Rest Caribbean,Latin American,100103.5444,387506.9000,7.9604,2.1534
90813,Caribbean,Rest Caribbean,Latin American,70564.4316,282167.4200,3.8430,3.9894
90934,Caribbean,Rest Caribbean,Latin American,40337.5887,739474.9960,14.3905,65400.2709
90976,Caribbean,Rest Caribbean,Latin American,5467.0324,221712.4105,2214.8498,22916.6331
91256,Caribbean,Rest Caribbean,Latin American,1812.7219,833671.1420,52603.2479,66813.1504
91397,Caribbean,Rest Caribbean,Latin American,269.9684,853992.9780,31553.8368,79554.0316
91568,Caribbean,Rest Caribbean,Latin American,2816.0943,837994.0576,52854.9633,66831.5701
91793,Caribbean,Rest Caribbean,Latin American,16153.4720,410457.4000,80.9360,39087.4960
91812,Caribbean,Rest Caribbean,Latin American,3605.8592,780771.5950,40219.3212,67346.0940
92803,Central American,Honduran,Latin American,4.4570,404172.4899,39641.5821,25984.8817
93052,Central American,Honduran,Latin American,71528.7959,304662.4290,2442.0337,1331.5983
93200,South American,Brazilian,Latin American,940.1886,1226966.8710,64028.6371,106594.2341
93249,South American,Brazilian,Latin American,122901.4782,599510.7600,1427.1698,12133.2492
93590,South American,Colombian,Latin American,7061.5510,278447.2800,2823.0152,28664.6164
93659,South American,Colombian,Latin American,76642.7850,338199.0000,4252.5150,3441.1850
93723,South American,Chilean,Latin American,578.3902,204018.9915,361.5458,22718.7025
93802,South American,Chilean,Latin American,5029.7081,291842.1027,51878.8266,5789.4854
94019,South American,Peruvian,Latin American,11841.5282,414882.8840,18853.5555,36020.8218
94136,South American,Argentine,Latin American,2145.5730,250407.9909,32512.0579,12569.0881
94146,South American,Argentine,Latin American,642.2290,242545.9911,47269.4907,5603.6122
94168,South American,Argentine,Latin American,5444.5226,579321.3229,108046.8904,13713.6403
94234,South American,Argentine,Latin American,162.7048,267109.9918,52320.8377,6226.3717
94458,South American,Argentine,Latin American,6657.3481,277224.3436,2839.9638,28699.9830
94459,South American,Argentine,Latin American,31.8897,201956.2089,44883.4982,1143.3195
94460,South American,Argentine,Latin American,123.1943,438826.0318,83742.3512,11277.7258
94465,South American,Argentine,Latin American,1868.3046,281153.5470,54042.9090,6326.8294
94517,South American,Argentine,Latin American,11.1945,945760.9045,50494.0325,82638.4610
94594,South American,Argentine,Latin American,8261.4464,405266.2194,72876.1986,9260.4276
94613,South American,Argentine,Latin American,64.1212,425109.0023,83720.3550,9792.9647
94678,South American,Argentine,Latin American,6549.3583,591211.2857,56146.0955,40230.0428
94701,South American,Argentine,Latin American,2.6062,201747.8026,44880.7744,1133.5321
94762,South American,Argentine,Latin American,2301.3688,571018.3031,30423.9895,49082.1549
94853,South American,Argentine,Latin American,82.3036,265867.4773,52314.5559,6128.8657
94973,South American,Argentine,Latin American,290.6635,214393.8312,42075.2020,4948.7959
94989,South American,Argentine,Latin American,66.5569,265554.7935,52297.8203,6107.6407
95010,South American,Argentine,Latin American,8030.5599,585460.9096,105748.6865,14516.5105
95024,South American,Argentine,Latin American,6.9602,212425.7995,41842.1007,4900.8218
95045,South American,Argentine,Latin American,7525.8806,404330.3070,74104.9713,8705.1993
95090,South American,Argentine,Latin American,872.7383,349739.7913,52696.9050,15162.6311
95131,South American,Argentine,Latin American,42841.8283,473216.5376,57036.9356,8247.6190
95197,South American,Argentine,Latin American,163.5279,632040.7836,33692.5702,55180.7442
95220,South American,Argentine,Latin American,27.0680,212534.5452,41838.5069,4906.8477
95245,South American,Argentine,Latin American,4.9362,700426.6685,37402.5928,61200.2870
95313,South American,Argentine,Latin American,475.5512,267919.7545,52406.4208,6174.1504
95504,South American,Argentine,Latin American,2520.3468,618701.8980,65214.3701,38121.7937
95524,South American,Argentine,Latin American,115.0332,266125.9985,52316.4035,6144.8347
95568,South American,Argentine,Latin American,260.0211,266675.4465,52389.3356,6106.1487
95599,South American,Argentine,Latin American,11454.3186,456583.4062,80044.2111,9862.4047
95798,South American,Argentine,Latin American,48.0826,265509.0721,52305.1740,6106.6977
95809,South American,Argentine,Latin American,3492.4101,281476.6723,53080.6053,6289.9696
95943,South American,Argentine,Latin American,3907.7564,530712.6721,85005.3827,17179.5647
96037,South American,Argentine,Latin American,46.0375,265556.6294,52307.9277,6114.5190
96065,South American,Argentine,Latin American,28686.4805,766257.4382,49043.3436,49821.9111
96069,South American,Argentine,Latin American,38375.0883,412211.0141,42133.2296,10804.5559
96106,South American,Argentine,Latin American,19067.9111,504601.9722,85572.8125,9673.4695
96363,South American,Argentine,Latin American,44.7175,265489.0258,52301.6944,6106.2628
96374,South American,Argentine,Latin American,19.0415,420460.4715,22446.9923,36735.5614
96623,South American,Argentine,Latin American,563.1504,273366.3247,48829.2526,8388.9667
96789,South American,Argentine,Latin American,63.1469,239301.2544,47075.0680,5525.8441
96912,South American,Argentine,Latin American,88338.5985,478097.2441,30052.9465,1772.5089
97049,South American,Argentine,Latin American,5359.5190,221912.7203,2227.8357,22985.0474
97128,South American,Argentine,Latin American,135.0462,212812.1691,41871.0217,4879.9722
97148,South American,Argentine,Latin American,44.4789,265428.4275,52310.0661,6099.6963
97404,South American,Argentine,Latin American,30.5040,318639.0018,62805.3223,7323.5266
97438,South American,Argentine,Latin American,42047.8982,978084.5343,98344.2423,46148.2411
97508,South American,Argentine,Latin American,8.9657,318753.2188,62755.3301,7369.8269
97538,South American,Argentine,Latin American,3227.3768,590549.9132,81857.4294,25704.8828
97610,South American,Argentine,Latin American,24.7551,265311.8614,52296.2648,6098.0987
97637,South American,Argentine,Latin American,90157.2860,407895.8000,5758.3340,1767.0280
97728,South American,Argentine,Latin American,326.2870,161092.1169,31428.6429,3707.3452
97762,South American,Argentine,Latin American,5990.8334,188346.0089,37310.5764,1136.9787
97792,South American,Argentine,Latin American,13004.1719,273569.6137,43205.3345,5351.4668
97815,South American,Argentine,Latin American,105.8214,708266.6905,39030.1814,61266.9229
97931,South American,Argentine,Latin American,5518.3736,222483.6717,2392.9852,22903.1751
97942,South American,Argentine,Latin American,7709.5516,291293.1604,45593.1716,8840.2528
98038,South American,Argentine,Latin American,854.1599,270515.3414,48016.5511,8324.8490
98143,South American,Argentine,Latin American,33.5773,1051088.8460,56104.8120,91839.8818
98150,South American,Argentine,Latin American,13.2836,238754.0384,47067.7864,5489.5873
98185,South American,Argentine,Latin American,645.3727,427965.9623,83794.5973,9825.2643
98248,South American,Argentine,Latin American,50.4105,318481.3693,62764.0465,7318.5596
98457,South American,Argentine,Latin American,8982.5812,201928.4909,33339.9323,3803.7413
98487,South American,Argentine,Latin American,3110.6257,510937.3736,59648.6533,28728.8899
98585,South American,Argentine,Latin American,8.5932,265661.8815,52297.2770,6142.4584
98598,South American,Argentine,Latin American,96.7290,265758.7755,52313.5008,6110.5562
98683,South American,Argentine,Latin American,12120.9620,910935.5285,57181.8637,68838.0051
98686,South American,Argentine,Latin American,8.5445,212199.2815,41835.2986,4878.1613
98741,South American,Argentine,Latin American,9.4077,371761.1819,73243.5810,8571.2359
98777,South American,Argentine,Latin American,3536.6259,281808.3955,53101.5846,6298.0736
98855,South American,Argentine,Latin American,68.7506,303347.7274,67333.6736,1748.9715
98872,South American,Argentine,Latin American,5177.8197,343362.2870,63999.7325,7758.7425
98901,South American,Argentine,Latin American,26.3522,213671.1937,41918.3594,4998.0799
98968,South American,Argentine,Latin American,64.5384,265606.7690,52302.9860,6112.5249
98978,South American,Argentine,Latin American,15547.3709,344008.6465,54479.7326,6957.1896
99018,South American,Argentine,Latin American,47.5013,265742.2080,52302.6011,6134.6704
99146,South American,Argentine,Latin American,24209.1580,395834.7819,60253.3408,7759.8016
99208,South American,Argentine,Latin American,9402.6255,491719.0443,66466.3058,20809.7334
99245,South American,Argentine,Latin American,13.1267,265555.6185,52300.3104,6128.1767
99522,South American,Argentine,Latin American,163.2673,267105.7015,52323.6242,6233.7227
99532,South American,Argentine,Latin American,36728.5931,1239448.8930,70860.5523,88612.8202
99543,South American,Argentine,Latin American,29.5716,265466.6015,52301.2358,6112.3154
99609,South American,Argentine,Latin American,124.3768,216458.4312,41893.8944,5292.9950
99635,South American,Argentine,Latin American,66.7846,265503.6715,52303.9071,6099.7545
99726,South American,Argentine,Latin American,1.7075,185694.5760,36615.3472,4268.4314
99755,South American,Argentine,Latin American,58556.0220,617790.5407,62797.6936,14551.3263
99807,South American,Argentine,Latin American,4681.1183,265111.0161,48251.2669,5814.1373
99817,South American,Argentine,Latin American,0.0000,270227.0594,38388.3537,11918.1270
99830,South American,Argentine,Latin American,46.9074,265526.3286,52300.3020,6111.8557
99905,South American,Argentine,Latin American,54837.5642,578858.3635,58864.1040,13636.8793
99913,South American,Argentine,Latin American,19.4484,968985.7190,61260.7728,78346.8764
99988,South American,Argentine,Latin American,151.6518,543998.0609,76885.3387,24133.4174
100184,Eastern European,Russian,European,4105.0212,389995.6772,73880.7435,8627.4975
100247,Eastern European,Russian,European,57221.8750,275240.6060,5661.4262,2416.9044
100336,Eastern European,Russian,European,130.4224,335997.3200,397.5104,37151.1508
100472,Eastern European,Russian,European,49812.7096,345146.9982,2512.5543,15642.1629
100478,Eastern European,Russian,European,400.4790,1120008.6960,83890.1696,85657.5270
100539,Eastern European,Russian,European,7472.0000,637556.0000,39163.8400,49046.1200
100892,Scandinavian,Danish,European,20836.3436,292395.0725,533.0234,23457.7133
100921,Scandinavian,Danish,European,124065.1472,578999.1860,8928.0900,4969.6800
101005,Scandinavian,Danish,European,120373.1550,475747.4748,85.5480,6.8821
101008,Scandinavian,Danish,European,116963.1589,485364.9100,1811.3975,1976.0325
101116,Scandinavian,Danish,European,125540.0575,586482.5000,12867.1775,2838.8350
101145,Scandinavian,Danish,European,60849.1208,285698.5280,4415.2101,2302.4533
101360,UK,Scottish,European,86024.9205,334380.7373,1410.4907,328.8565
101498,UK,Scottish,European,54465.4347,265859.2706,6182.9850,1997.9233
101549,UK,Scottish,European,51532.3972,235782.2706,2436.6045,2040.8553
101708,UK,Scottish,European,56338.1957,685466.2800,9099.9331,47221.3870
101736,UK,Scottish,European,96364.1596,418445.4188,1592.6835,3481.9876
101789,UK,Scottish,European,58749.1016,299174.6220,5472.9542,4280.1051
101931,UK,Scottish,European,36872.9549,632203.3748,46837.1043,32393.8880
101980,UK,Scottish,European,37.9584,265436.7815,52304.7983,6102.9875
102064,UK,Scottish,European,58036.3765,296371.0940,9042.7760,2736.4387
102113,UK,Scottish,European,41998.5985,521203.4667,8626.6309,35450.4681
102148,UK,Scottish,European,255.8052,527869.7664,34069.4290,42346.4889
102240,UK,Scottish,European,179964.4116,696636.8808,7.9686,0.2132
102292,UK,Scottish,European,54004.6100,426756.5000,9998.7800,19737.0550
102304,UK,Scottish,European,4851.0889,420999.3812,80295.5104,9294.4594
102338,UK,English,European,4826.0793,751084.8920,31398.7253,66361.7913
102353,UK,English,European,3515.7168,281913.4195,53165.5994,6288.6421
102371,UK,English,European,51298.5850,249019.0000,4371.9150,2441.0200
102381,UK,English,European,50217.9659,198400.1307,1960.6945,1196.1750
102493,UK,English,European,28038.9305,345139.9952,5118.4905,23658.6672
102500,UK,English,European,5719.4316,218622.2635,39039.5765,3381.8769
102506,UK,English,European,35864.7823,3440456.6430,4868.2351,363846.9756
102509,UK,English,European,116825.7705,458417.8020,2424.0514,379.1154
102546,UK,English,European,56837.1746,314808.2375,8610.8121,6263.9497
102560,UK,English,European,8841.9228,260090.6240,2929.6311,25602.1915
102576,UK,English,European,4014.8186,455836.9728,38157.2447,32332.0494
102587,UK,English,European,73589.9475,436965.0735,6688.5953,14507.2995
102591,UK,English,European,8017.6650,331383.0000,3300.5750,34330.3100
102594,UK,English,European,21338.6620,390155.6897,36064.6189,16668.7077
102630,UK,English,European,14.9440,302842.0000,19143.6800,24483.2200
102634,UK,English,European,67731.8314,263741.8145,1142.4578,348.6778
102697,UK,English,European,125191.3443,468660.1975,2310.4963,1982.1121
102749,UK,English,European,59179.0163,765109.5658,14237.0891,52500.5435
102879,UK,English,European,10655.5040,287680.6200,11696.2004,24390.0612
102934,UK,English,European,1513.0130,785300.6333,32364.2212,71085.4091
103049,UK,English,European,68748.3284,289503.4680,1536.6966,1729.3463
103077,UK,English,European,9754.9051,604669.3551,58955.6455,37589.1606
103106,UK,English,European,119976.0000,464400.0000,0.0000,0.0000
103188,UK,English,European,68600.1485,341719.0400,6980.8275,3857.7300
103212,UK,English,European,7.4947,294774.0562,38274.9107,14619.1231
103275,UK,English,European,1.3078,397882.2622,78445.9493,9150.9053
103281,UK,English,European,56660.9045,378712.0700,9357.3244,12236.9870
103290,UK,English,European,60974.5734,246568.3760,1524.7050,1374.8850
103400,UK,English,European,464.6531,977533.5835,119342.3548,51727.5734
103433,UK,English,European,3074.1389,291600.5811,56537.1817,4333.3528
103435,UK,English,European,61592.9665,297029.8470,5781.4041,2637.6355
103449,UK,English,European,49683.0500,247523.6800,8206.3000,1164.1000
103583,UK,English,European,0.0930,251258.1000,257.5200,27840.0000
103595,UK,English,European,305.6400,243657.6000,353.1000,27256.2150
103598,UK,English,European,56305.6154,688816.5815,9216.2909,47567.6646
103611,UK,English,European,14624.1908,294892.1040,5320.6500,26079.0750
103632,UK,English,European,54730.0184,262525.8760,4284.3100,2565.1100
103652,UK,English,European,63315.2770,296378.6500,4707.3500,1932.1050
103653,UK,English,European,9095.7663,277579.8460,3932.3255,27131.7005
103690,UK,English,European,3517.4917,261460.7038,48761.5763,5997.4136
103693,UK,English,European,133.0421,425026.8388,83687.7324,9770.1913
103695,UK,English,European,74.6648,214965.7677,41847.3124,5156.9388
103696,UK,English,European,77268.3679,878124.9461,14597.5997,57137.7527
103703,UK,English,European,82.1455,323341.6074,71833.2594,1831.9850
103715,UK,English,European,50402.9426,202091.1920,50.2450,38.0450
103741,UK,English,European,92467.6800,385150.5000,1182.6000,1197.5700
103884,UK,English,European,29536.1050,353876.5000,7252.0900,23022.2250
103940,UK,English,European,52134.7126,440479.3140,12829.1500,22047.5650
103965,UK,English,European,16.4459,2387826.5560,88336.6609,222710.5494
103970,UK,English,European,85262.7070,423860.2500,13384.0280,4586.3500
104008,UK,English,European,73267.9395,686400.5500,3385.1200,43244.5805
104012,UK,English,European,75511.2286,453413.3649,24552.7264,7244.9101
104016,UK,English,European,9259.5880,269938.2500,3120.6176,26376.1486
104089,UK,English,European,4837.2971,751086.5330,31406.9597,66353.1359
104121,UK,English,European,71311.3875,276549.4400,154.9548,485.8078
104170,UK,English,European,0.4260,251654.4500,1268.2850,27857.7560
104189,UK,English,European,68.9795,318814.7572,62775.8331,7341.1601
104196,UK,English,European,12297.3079,328041.6393,2674.9120,30695.6308
104217,UK,English,European,242.3377,231576.0464,35320.1486,8987.5267
104264,UK,English,European,25937.7758,901039.9525,178134.3738,4498.2306
104375,UK,English,European,42.5402,194238.4320,37162.4497,4943.7227
104377,UK,English,European,55984.7587,683629.8578,9071.7510,47167.3219
104389,UK,English,European,107951.6226,419030.7298,141.0685,1.1798
104463,UK,English,European,1731.6020,789260.7333,32472.0698,71416.3293
104508,UK,English,European,151.3306,267808.6490,52367.3870,6305.8028
104510,UK,English,European,12959.6239,425150.1030,2815.5730,42996.9794
104513,UK,English,European,53186.9608,292026.8540,10518.3800,3535.4950
104570,UK,English,European,8017.6650,331383.0000,3300.5750,34330.3100
104700,UK,English,European,3777.4096,253791.5225,32509.4367,11073.9547
